import_row_id,screening_title,description,legacy_credit_text,film_runtime,print_source,permission,location,date,datetime_one,datetime_two
event_90027,"Two Films by Jacques Demy
","“The elegant, beautiful film is already a classic. An adaptation of Charles Perrault’s fairy tale, Peau D’Ane stands like a jewel amid the jumble of realist cinema that dominates the attentions of film artists today. The imaginative touch of Jacques Demy and the exquisite musical score by Michel Legrand have brought all the elements of make-believe to a level of enjoyment unequalled by any live-action fairy tale on film (there are not many), and the cast is extraordinarily right. It must be emphasized that, too, that Peau D’Ane is experimental enough to have a tongue-in-cheek lightness in its presentation, for its innocence and belief in magic have a sophistication that adults will recognize with good cheer and a certain nostalgia for childhood visions.” —Albert Johnson
Directed by Jacques Demy. Photographed by Ghislain Cloquet. With Catherine Deneuve, Jacques Perrin, Jean Marais, Delphine Seyrig, Micheline Presle, Fernand Ledoux. (1970, 90 mins, 35mm, color, English titles, print courtesy of Kino International) ","Directed by Jacques Demy. Photographed by Ghislain Cloquet. With Catherine Deneuve, Jacques Perrin, Jean Marais, Delphine Seyrig, Micheline Presle, Fernand Ledoux. (1970, 90 mins, 35mm, color, English titles, print courtesy of Kino International) ",90,Kino International,,PFA Theater,1977-03-06,1977-03-06T18:45,1977-03-06T22:40
event_90028,,"Set in Florence during the Renaissance (and a very Hanseatic Florence to boot), this is a strong drama of love and intrigue with an atmosphere akin to our period of the Jacobean stage. A propos of this film Rene Clair has written: “Jenny Hasselquist is the leading figure in the film. One will never forget her broad forehead, her flickering eyes, her severity of spirit, her abrupt and startled expressions like some threatened animal. . . . The Swedish integrity of image.”
Directed by Victor Sjostrom. Screenplay by Sjostrom and Hjalmar Bergman. With Jenny Hasselquist and Ivan Hedquist. (1921, 80 mins, 35mm, Swedish intertitles with live English translation)","Directed by Victor Sjostrom. Screenplay by Sjostrom and Hjalmar Bergman. With Jenny Hasselquist and Ivan Hedquist. (1921, 80 mins, 35mm, Swedish intertitles with live English translation)",80,,,PFA Theater,1977-03-07,1977-03-07T18:00,
event_90029,,"“Then, in 1922, Stiller made his last film of genius, Gunnar Hedes Saga, adapted like Sir Arne’s Treasure from a story by Selma Lagerlof. The entire film is woven of dreams and reality, of fears and idyllic fantasies, and possesses a visionary power unrivalled in European cinema at the time. Stiller proved once and for all that he could knit flashbacks into his narrative with validity and skill. The memories in Gunnar Hedes Saga actually exert an influence over the personality of Nils in the present. It is interesting to consider that both Sjostrom (with The Phantom Carriage) and Stiller were experimenting with the manipulation of time at exactly the same period.” —Peter Cowie.
Directed by Mauritz Stiller. Screenplay by Gustaf Molander, based on the novel by Selma Lagerlof. With Mary Johnson, Einar Hanson. (1922, 85 mins, 35mm, English titles)","Directed by Mauritz Stiller. Screenplay by Gustaf Molander, based on the novel by Selma Lagerlof. With Mary Johnson, Einar Hanson. (1922, 85 mins, 35mm, English titles)",85,,,PFA Theater,1977-03-07,1977-03-07T19:30,
event_90030,,"“. . . In Four Nights of a Dreamer the Bresson vocabulary remains intact, but in the service of a different and more worldly subject matter. . . . The story, adapted from Dostoevsky’s “White Nights,” concerns a solitary man, a romantic dreamer, who one night befriends a distraught young girl and for the next three nights meets her to tell about himself and listen to her story of what may be unrequited love. . . . On the last night the girl encounters her lost lover, and goes off with him—leaving the dreamer, who has fallen hopelessly in love, with only a memory for another dream. . . . Bresson has moved the story from St. Petersburg to Paris, from the 1840s to the 1970s. He has enlarged its scope, and—by making his hero an artist for whom dreams beget realities—he has provided something of a happy ending. . . . But although the dreams translate to art, their theme is love, and Four Nights of a Dreamer is very much a movie about the condition of being in love. The intense covert eroticism of the earlier Bresson . . . is here overt and even lyrically sustained.” —Roger Greenspun, New York Times. 
Directed by Robert Bresson. Screenplay by Bresson, from the novel “White Nights” by Dostoevsky. With Isabel Weingarten, Guillaume des Forets. (1971, 91 mins, 35mm, color, English titles , print courtesy of New Yorker Films)","Directed by Robert Bresson. Screenplay by Bresson, from the novel “White Nights” by Dostoevsky. With Isabel Weingarten, Guillaume des Forets. (1971, 91 mins, 35mm, color, English titles , print courtesy of New Yorker Films)",91,New Yorker Films,,PFA Theater,1977-03-07,1977-03-07T21:15,
event_90031,,"A wartime love story directed by Yuri Raizman. Screenplay by E. Gabrilovitch. With Valentina Karavayeva, Mikhail Kurnetzov. ","Screenplay by E. Gabrilovitch. With Valentina Karavayeva, Mikhail Kurnetzov. (1942, 71 mins, English titles, print courtesy of MacMillan Audio Brandon)",71,MacMillan Audio Brandon,,PFA Theater,1977-03-08,1977-03-08T18:00,
event_90032,The Films of Pat O’Neill — Pat O’Neill In Person! ,"“Pat O’Neill’s home base is Southern California, where he has taught film at the California Institute of the Arts. His work includes some of the most highly sophisticated and finely wrought films to be done with the optical printer. It generates a powerful visual field into which figures and events wander, optically transposed. The work resides in a shadow-realm somewhere inbetween the satiric and the ironic.” —N.A.M.E. Gallery, Chicago
“In O’Neill’s special film vision, live action, animation and optical printing are used and combined with the smooth, fluid ease of the assured craftsperson. His statements are richly complex, containing values and nuances which act at many levels of perception. He delivers crisp, hard-edged precision to his variety of images, balancing ambiguity with clarity, and ensuring that method does not dominate message. His use of sound is laconic but incisive.” —Serious Business notes. 
To be screened: Sidewinder’s Delta (1976, 20 mins, color); Saugus Series (1974, 18 mins, color); Downwind (1973, 15 ½ mins, color); and earlier works. ","(1976, 20 mins, color)",20,,,PFA Theater,1977-03-08,1977-03-08T19:30,
event_90033,The Films of Pat O’Neill — Pat O’Neill In Person! ,"“Pat O’Neill’s home base is Southern California, where he has taught film at the California Institute of the Arts. His work includes some of the most highly sophisticated and finely wrought films to be done with the optical printer. It generates a powerful visual field into which figures and events wander, optically transposed. The work resides in a shadow-realm somewhere inbetween the satiric and the ironic.” —N.A.M.E. Gallery, Chicago
“In O’Neill’s special film vision, live action, animation and optical printing are used and combined with the smooth, fluid ease of the assured craftsperson. His statements are richly complex, containing values and nuances which act at many levels of perception. He delivers crisp, hard-edged precision to his variety of images, balancing ambiguity with clarity, and ensuring that method does not dominate message. His use of sound is laconic but incisive.” —Serious Business notes. 
To be screened: Sidewinder’s Delta (1976, 20 mins, color); Saugus Series (1974, 18 mins, color); Downwind (1973, 15 ½ mins, color); and earlier works. ","(1974, 18 mins, color)",18,,,PFA Theater,1977-03-08,1977-03-08T19:30,
event_90034,The Films of Pat O’Neill — Pat O’Neill In Person! ,"“Pat O’Neill’s home base is Southern California, where he has taught film at the California Institute of the Arts. His work includes some of the most highly sophisticated and finely wrought films to be done with the optical printer. It generates a powerful visual field into which figures and events wander, optically transposed. The work resides in a shadow-realm somewhere inbetween the satiric and the ironic.” —N.A.M.E. Gallery, Chicago
“In O’Neill’s special film vision, live action, animation and optical printing are used and combined with the smooth, fluid ease of the assured craftsperson. His statements are richly complex, containing values and nuances which act at many levels of perception. He delivers crisp, hard-edged precision to his variety of images, balancing ambiguity with clarity, and ensuring that method does not dominate message. His use of sound is laconic but incisive.” —Serious Business notes. 
To be screened: Sidewinder’s Delta (1976, 20 mins, color); Saugus Series (1974, 18 mins, color); Downwind (1973, 15 ½ mins, color); and earlier works. ","(19673, 15 ½ mins, color)",15.5,,,PFA Theater,1977-03-08,1977-03-08T19:30,
event_90035,See March 7 above for program note and credits.,"“. . . In Four Nights of a Dreamer the Bresson vocabulary remains intact, but in the service of a different and more worldly subject matter. . . . The story, adapted from Dostoevsky’s “White Nights,” concerns a solitary man, a romantic dreamer, who one night befriends a distraught young girl and for the next three nights meets her to tell about himself and listen to her story of what may be unrequited love. . . . On the last night the girl encounters her lost lover, and goes off with him—leaving the dreamer, who has fallen hopelessly in love, with only a memory for another dream. . . . Bresson has moved the story from St. Petersburg to Paris, from the 1840s to the 1970s. He has enlarged its scope, and—by making his hero an artist for whom dreams beget realities—he has provided something of a happy ending. . . . But although the dreams translate to art, their theme is love, and Four Nights of a Dreamer is very much a movie about the condition of being in love. The intense covert eroticism of the earlier Bresson . . . is here overt and even lyrically sustained.” —Roger Greenspun, New York Times. 
Directed by Robert Bresson. Screenplay by Bresson, from the novel “White Nights” by Dostoevsky. With Isabel Weingarten, Guillaume des Forets. (1971, 91 mins, 35mm, color, English titles , print courtesy of New Yorker Films)","Directed by Robert Bresson. Screenplay by Bresson, from the novel “White Nights” by Dostoevsky. With Isabel Weingarten, Guillaume des Forets. (1971, 91 mins, 35mm, color, English titles , print courtesy of New Yorker Films)",91,New Yorker Films,,PFA Theater,1977-03-08,1977-03-08T21:30,
event_90036,,"A new 35mm full-length print of a classic often seen in bowdlerized versions. 
“The extraordinary film is in essence a ‘document’ about witchcraft based on the records of numerous trials from the 15th to the 17th centuries. Principal sequences: Satan (Christensen) seducing a witch-wife while her husband sleeps; a poor woman (Schoenfeld) is accused of witchcraft by the neurotic wife (Winther) of a sick man, is tortured by the Inquisition, and forced to admit participating in the Witches’ Sabbath. The film concludes with documented scenes of superstition and cases of ‘possession’ in 1920. 
“Treatment of this theme could have been both ridiculous and pornographic, especially in the explicit depiction of the Witches’ Sabbath. But Christensen’s style is more reminiscent of Bosch, Breughel, Callot and Goya. In the Inquisition scenes, fantasy gives way to realism and both the costumes and the composition of the images (by Johan Ankerstjerne) make one think of Dreyer’s Passion de Jeanne D’Arc. 
“The surrealists were especially enthusiastic about this unique masterpiece. Ado Kyrou described it as ‘the most powerful indictment of the criminal Church, its Inquisition and its instruments of tortue. The document should be shown in every school in the world.’” —Georges Sadoul, Dictionary of Film, University of California Press, 1972
Written and Directed by Benjamin Christensen. With Elisabeth Christensen, Astrid Holm, Karen Winther. (1922, 100 mins, 35mm, English titles) ","Written and Directed by Benjamin Christensen. With Elisabeth Christensen, Astrid Holm, Karen Winther. (1922, 100 mins, 35mm, English titles) ",100,,,PFA Theater,1977-03-09,1977-03-09T19:00,1977-03-09T22:15
event_90037,,"The great Swedish director Victor Sjostrom directed nine films in Hollywood between 1923 and 1930. Three survive, of which He Who Gets Slapped is the earliest. A stunning work, He Who Gets Slapped was “rediscovered” at the 1967 New York Film Festival, where it was hailed as “a great revelation . . . directed by Sjostrom in dazzling white-on-white technique. This tale of humiliation in a circus ring reminds one closely of Bergman’s The Naked Night . . . the phantasmagorical circus scenes which are the exciting heart of the film are unique in all film history.” 
Directed by Victor Sjostrom. With Lon Chaney, Norma Shearer, John Gilbert. (1924, MGM, 70 mins, silent, print courtesy of Films Inc.) ","Directed by Victor Sjostrom. With Lon Chaney, Norma Shearer, John Gilbert. (1924, MGM, 70 mins, silent, print courtesy of Films Inc.) ",70,Films Inc.,,PFA Theater,1977-03-09,1977-03-09T08:50,
event_90038,"Albert Johnson Presents—Two Bay Area Premieres! Director Jamaa Fanaka In Person! In Wheeler Auditorium, $2.50","The story of a shy black girl from the country who leaves home and matures in the urban Los Angeles ghetto. Emma Mae is a recently completed $250,000 feature written, produced, and directed by Jamaa Fanaka. Though not yet released nationally, Emma Mae was screened for the movie trade press, and got this deserving rave from Variety: 
“What matters most here, as in Rocky, is the sincerity of the approach. Title character Jerri Hayes, though an unpolished actress, comes through with charm and grit as she metamorphoses from the country mouse of the beginning to the wised-up mature woman on the end. In between, she gets romantically involved with a real louse, gang member Ernest Williams II, who cruelly rips her off monetarily and emotionally. Fanaka considers Emma Mae a tribute to the strength and resiliency of black womanhood (they have too often been abused and caricatured in recent films), and that aspect gives the film its warmest qualities. Emma Mae is a survivor, a feisty woman who knows how to take care of herself and isn’t above using her fists if necessary. It’s one of the most positive female images in recent American pix. The scene in which she beats up the astonished Williams is a real crowd-pleaser.” 
Produced, written, and directed by Jamaa Fanaka. Photographed by Stephen Posey. Music by H. B. Barnum. With Jerri Hayes, Ernest Williams II, Charles David Brooks III. (1976, 100 mins, 35mm, color)

Bim
Director Hugh Robertson In Person (Tent.) 

Featured at the 1976 Los Angeles International Film Exposition, this Trinidadian film by the black American director (Melinda) and former editor (Midnight Cowboy) Hugh Robertson is the fictionalized story of a young East Indian caught in the bitter rivalry for control within the sugar industry of Trinidad and Tobago, in the period before the islands’ 1962 independence from Great Britain. According to Vincent Canby in the New York Times: “It’s power is not the result of sophisticated choice, but in the accumulation of the raw, accurate details of Trinidadian experience . . . it regards Trinidad’s racial problems and political aspirations in a way that is unsentimental to the point of being merciless.” 
Directed by Hugh A. Robertson. Screenplay by Raoul Pantin. With Ralph Maharaj, Hamilton Paris, Wilbert Holder. (1974, 100 mins, color, 35mm, print courtesy of Sharc. Prod.) ","Produced, written, and directed by Jamaa Fanaka. Photographed by Stephen Posey. Music by H. B. Barnum. With Jerri Hayes, Ernest Williams II, Charles David Brooks III. (1976, 100 mins, 35mm, color)",100,,,Wheeler Auditorium,1977-03-09,1977-03-09T19:30,
event_90039,"Albert Johnson Presents—Two Bay Area Premieres! Director Jamaa Fanaka In Person! In Wheeler Auditorium, $2.50 
Director Hugh Robertson In Person (Tent.) ","The story of a shy black girl from the country who leaves home and matures in the urban Los Angeles ghetto. Emma Mae is a recently completed $250,000 feature written, produced, and directed by Jamaa Fanaka. Though not yet released nationally, Emma Mae was screened for the movie trade press, and got this deserving rave from Variety: 
“What matters most here, as in Rocky, is the sincerity of the approach. Title character Jerri Hayes, though an unpolished actress, comes through with charm and grit as she metamorphoses from the country mouse of the beginning to the wised-up mature woman on the end. In between, she gets romantically involved with a real louse, gang member Ernest Williams II, who cruelly rips her off monetarily and emotionally. Fanaka considers Emma Mae a tribute to the strength and resiliency of black womanhood (they have too often been abused and caricatured in recent films), and that aspect gives the film its warmest qualities. Emma Mae is a survivor, a feisty woman who knows how to take care of herself and isn’t above using her fists if necessary. It’s one of the most positive female images in recent American pix. The scene in which she beats up the astonished Williams is a real crowd-pleaser.” 
Produced, written, and directed by Jamaa Fanaka. Photographed by Stephen Posey. Music by H. B. Barnum. With Jerri Hayes, Ernest Williams II, Charles David Brooks III. (1976, 100 mins, 35mm, color)

Bim
Director Hugh Robertson In Person (Tent.) 

Featured at the 1976 Los Angeles International Film Exposition, this Trinidadian film by the black American director (Melinda) and former editor (Midnight Cowboy) Hugh Robertson is the fictionalized story of a young East Indian caught in the bitter rivalry for control within the sugar industry of Trinidad and Tobago, in the period before the islands’ 1962 independence from Great Britain. According to Vincent Canby in the New York Times: “It’s power is not the result of sophisticated choice, but in the accumulation of the raw, accurate details of Trinidadian experience . . . it regards Trinidad’s racial problems and political aspirations in a way that is unsentimental to the point of being merciless.” 
Directed by Hugh A. Robertson. Screenplay by Raoul Pantin. With Ralph Maharaj, Hamilton Paris, Wilbert Holder. (1974, 100 mins, color, 35mm, print courtesy of Sharc. Prod.) ","Directed by Hugh A. Robertson. Screenplay by Raoul Pantin. With Ralph Maharaj, Hamilton Paris, Wilbert Holder. (1974, 100 mins, color, 35mm, print courtesy of Sharc. Prod.) ",100,Sharc. Prod.,,Wheeler Auditorium,1977-03-09,1977-03-09T19:30,
event_90040,Presented in Association with the Swedish Film Institute and the Museum of Modern Art,"A melodrama set on board a ship carrying contraband explosives, Hell Ship was one of Sjostrom’s last films made in Sweden, and is reported to suffer from an unconvincing plot. However, contemporary critics praised the spectacular fire sequence, and the general visual mastery of atmosphere. 
Directed by Victor Sjostrom. Screenplay by Hjalmar Bergman. With Jenny Hasselquist. (1922, 90 mins, 35mm, Swedish intertitles with live English translation) ","Directed by Victor Sjostrom. Screenplay by Hjalmar Bergman. With Jenny Hasselquist. (1922, 90 mins, 35mm, Swedish intertitles with live English translation) ",90,,,PFA Theater,1977-03-10,1977-03-10T17:45,
event_90041,Independent Black Cinema: ,"“This recent production is dramatically structured around one critical night in the life of a Harlem youth. Photographed entirely on location in New York, it tells of one family’s struggle to survive and their ability to find strength in an impoverished environment.” —S.F. Museum of Modern Art Program Notes. “Although The Long Night is Woodie King Jr.’s first feature film, the director is a seminal force in contemporary black theatre. Not only is he a founder and co-director of The New Federal Theatre but he is artistic director of the celebrated Henry Street Settlement House. As a producer he helped bring to the attention of the theatre public such black writers as LeRoi Jones, Ed Bullins, Ronald Milner, Ben Caldwell, J.E. Franklin and Miki Grant, and was associated with many acclaimed productions including “Black Girl,” “What the Wine Sellers Buy” and “The Prodigal Sister.” —Museum of Modern Art. Kind speaks of his film as being about the fight for emotional survival.” “. . . it is representative of the Harlems throughout the nation and further dramatizes the larger and universal themes of peer group acceptance and male-female relationships. It is also revealing of black family dynamics and the sociology of the black community. The story speaks to . . . a common urban ‘inner-city’ experience . . . survival in a world where the odds are against the ‘wholesome existence . . . and [it] attempts to illustrate the problems without the common exploitation syndrome of violence and profanity.” The film was made with the full cooperation of the communities in which it was shot.
Directed by Woodie King Jr. Produced by Woodie King Jr. and St. Clair Bourne. Screenplay by Julian Mayfield and Woodie King Jr. from Mayfield’s novel of the same title. Music by William Daniels and Michael Felder. With W. Geoffrey Kind, Dick Anthony Williams, Peggy Kirkpatrick. (1975, 85 mins, color, 35mm, print courtesy of Woodie King Associates Film Production) ","Directed by Woodie King Jr. Produced by Woodie King Jr. and St. Clair Bourne. Screenplay by Julian Mayfield and Woodie King Jr. from Mayfield’s novel of the same title. Music by William Daniels and Michael Felder. With W. Geoffrey Kind, Dick Anthony Williams, Peggy Kirkpatrick. (1975, 85 mins, color, 35mm, print courtesy of Woodie King Associates Film Production) ",85,Woodie King Associates Film Production,,PFA Theater,1977-03-10,1977-03-10T19:30,
event_90042,Sheldon Renan Presents ,"The head of America’s largest 16mm distributor—Films Incorporated—Charles Benton will show some of the best new Films Inc. releases, in whole or in part, including: an expert from Roots (the hit TV series); Seconds to Play (an award-winning short about televising a football game, directed by Bay Area filmmaker Pat Crowley); and Allegro Non Troppo (a new animated feature by Bruno Bozzetto, Italy’s best animator). Also shown will be a famous classic new to the Films Inc. catalog. Night and Fog by Alan Resnais, considered by some to be the best short ever made. Pacific Film Archive founder Sheldon Renan, currently active as a film producer, will host the program. ",,,,,PFA Theater,1977-03-10,1977-03-10T21:10,
event_90043,,"The USSR’s most prominent still-active woman director Vera Stroyeva, directed this vivid panorama of pre-1905 Russian revolutionary activity. 
With Boris Shchukin, Vera Maretskaya. (1936, 107 mins, English titles, print courtesy of MacMillan Audio Brandon) ","With Boris Shchukin, Vera Maretskaya. (1936, 107 mins, English titles, print courtesy of MacMillan Audio Brandon) ",107,MacMillan Audio Brandon,,PFA Theater,1977-03-11,1977-03-11T17:30,
event_90044,Centennial Celebration of Hermann Hesse’s Birth (2) — Presented in Association with the Committee for Arts and Lectures and the Department of German,"Prof. Joseph Mileck of the German Dept. will introduce the 7:30 showing of this serious but uneven attempt to bring Hesse to the screen. 
Directed by Fred Haines. With Max Von Sydow, Dominique Sanda, Pierre Clementi. (1974, 110 mins, 35mm, color) ","Directed by Fred Haines. With Max Von Sydow, Dominique Sanda, Pierre Clementi. (1974, 110 mins, 35mm, color) ",110,,,PFA Theater,1977-03-11,1977-03-11T19:30,1977-03-11T21:30
event_90045,,"Sjostrom, whose name appears as Seastrom in the credits of his American films, is best known for his performance as the old man in Bergman’s Wild Strawberries. Film historians rank his early silence and the great features of D.W. Griffiths as the first masterpieces of narrative cinema. His late silents, made in Hollywood with Lillian Gish or Lon Chaney, are less well known, although recent revivals of The Scarlet Letter, The Wind, and He Who Gets Slapped—all in our current series—have firmly established the reputations of these neglected American classics. The Scarlet Letter is notable for Sjostrom’s austere compositions black Puritan costumes against white New England snowscapes) and directional severity (a cold Nordic perspective on Nathaniel Hawthorne’s Protestant nightmare). Lillian Gish as Hester, and Lars Hanson as Dimsdale, give perhaps the finest performances of their careers. Hendrik Sartov’s photography survives the many generations of fading negatives that produced this print, enough to show that the most creative camerawork in American commercial cinema can be found in silent films. MGM. 
Directed by Victor Sjostrom. With Lillian Gish, Lars Hanson. (1926, 86 mins, print courtesy of Films Inc.)","Directed by Victor Sjostrom. With Lillian Gish, Lars Hanson. (1926, 86 mins, print courtesy of Films Inc.)",86,Films Inc.,,PFA Theater,1977-03-12,1977-03-12T14:30,1977-03-12T16:30
event_90046,Two Films with Micheline Lanctot—Micheline Lanctot In Person! ,"French Canadian actress Micheline Lanctot was working as a film animator in Montreal when she was spotted by Quebec’s most prolific and acclaimed director, Gilles Carles, who casts her in the title role in The True Nature of Bernadette—the story of a Montreal housewife who one day takes her small son and walks out on her lawyer husband and bourgeois life to take off to the country and live a life of clean air, free love, and vegetarianism. Accused by some of being a whore, praised by others as a saint, Bernadette begins to discover her true nature as a free woman in Carie’s anarchist attack on conventional morality. Since her sensational debut in True Nature of Bernadette, Michaeline Lanctot starred opposite Jean-Luc Bideau in Tacchella’s Voyage en Grande Tartarie and opposite Richard Dreyfuss in Ted Kotcheff’s Apprenticeship of Duddy Kravitz. She has also continued animating, working recently on Rick Williams’ Raggedy Ann and Andy, and designing the titles for Fun with Dick and Jane. 
Written and directed by Gilles Carles. With Micheline Lanctot, Donald Pilon, Reynald Bouchard. (1972, 97 mins, 35mm, in French with English titles) ","Written and directed by Gilles Carles. With Micheline Lanctot, Donald Pilon, Reynald Bouchard. (1972, 97 mins, 35mm, in French with English titles) ",97,,,PFA Theater,1977-03-12,1977-03-12T19:30,
event_90047,Two Films with Micheline Lanctot—Micheline Lanctot In Person! ,"Micheline Lanctot gives a striking performance in Jean-Charles Tachella’s first feature, which is far deeper and more affecting than his popular Cousin Cousine. Equally good is the Swiss actor Jean-Luc Bideau, playing a man whose wife has been killed by a maniac on a shooting spree. Bideau is on a slow suicide trip around the alientating landscapes of southern French resort towns when he meets up with a fellow wounded human (Lanctot). The film continues to be about pain and non-communication, but the actors bring a fresh sense of life and humor to a situation which could otherwise have degenerated into a poor man’s Pierrot Le Fou. 
(1974, 100 mins, 35mm, English titles, print courtesy of New Line Cinema)","(1974, 100 mins, 35mm, English titles, print courtesy of New Line Cinema)",100,New Line Cinema,,PFA Theater,1977-03-12,1977-03-12T19:30,
event_90048,"Program Selection by Phillip Lopate
$1.50 adults/$1.00 children","An elaborate and handsomely produced version of Marhorie Kinnan Rawlings’ novel about a boy’s love for a fawn. The film could easily have become mawkish, but Clarence Brown’s intelligent direction, Claude Jarman Jr.’s performance as the backwoods Florida boy, and the scene-stealing animals make it warm and engaging. The many vivid incidents in the book—the bear hunt, the dog-swap, the snakebite and the flight with the Forrester boys—are played with abundance of tension and great richness of graphic detail—Michael Webb)
(1946, 128 mins, color, print courtesy of Films Inc.) ","(1946, 128 mins, color, print courtesy of Films Inc.) ",128,Films Inc.,,PFA Theater,1977-03-13,1977-03-13T14:00,
event_90049,Albert Johnson Presents a Tribute to Rita Hayworth ,"“A Columbia musical set against a show business and fashion magazine background and featuring Rita Hayworth, then at the height of her popularity, as a Brooklyn career girl who rises from obscure singer and dancer to cover girl on the Golden Wedding issue of Vanity Magazine. Hayworth and Gene Kelly provide the dancing, wisecracking Eve Arden and Phill Silvers the comedy, and Ira Gershwin and Jerome Kern (‘Put Me to the Test,’ ‘Long Ago and Far Away’ and ‘Make Way for Tomorrow’) the songs. Zippy, colorful; directed by erratic Charles Vidor who, two years later, directed the classic black thriller Gilda.” —R.A.E. Pickard
Directed by Charles Vidor. With Rita Hayworth, Lee Bowman, Phill Silvers, Eve Arden. (1944, 107 mins color, 35mm, print courtesy of Swank Motion Pictures) ","Directed by Charles Vidor. With Rita Hayworth, Lee Bowman, Phill Silvers, Eve Arden. (1944, 107 mins color, 35mm, print courtesy of Swank Motion Pictures) ",107,Swank Motion Pictures,,PFA Theater,1977-03-13,1977-03-13T16:30,1977-03-13T20:15
event_90050,,"Fred Astire plays a dance director who joins the army to escape his producer and his affairs, but they (Robert Benchley and Rita Hayworth) find him at his training camp, and except for a few short spells in the guardhouse, the show goes on. Astaire is as relaxed and smoothly romantic as always and has a good Cole Porter score to work with. The result is a charming, tuneful, delectable forties musical—even the plot between the musical numbers doesn’t lag. 
Directed by Sidney Lanfield. Songs by Cole Porter. With Fred Astaire, Rita Hayworth, Robert Benchley. (1941, 88 mins, print courtesy of Swank Motion Pictures) 
Pease Note: Albert Johnson will introduce the 6:30 and 8:15 showings. ","Directed by Sidney Lanfield. Songs by Cole Porter. With Fred Astaire, Rita Hayworth, Robert Benchley. (1941, 88 mins, print courtesy of Swank Motion Pictures) ",88,Swank Motion Pictures,,PFA Theater,1977-03-13,1977-03-13T18:30,1977-03-13T22:30
event_90051,,"After arriving in Hollywood with the young actress he “discovered” in The Saga of Gosta Berling—Greta Garbo—the great Swedish director Mautriz Stiller began one film at MGM with his protege—The Temptress—but he was removed by MGM on account of his meticulous work methods. Working under German producer Erich Pommer at Paramount, Stiller directed Hotel Imperial, a vehicle for the rising star Pola Negri. An artfully directed melodrama, Hotel Imperial and the Stiller-Negri film which followed—The Woman on Trial—enjoyed great commercial success. After returning to Stockholm in 1928, Stiller died at a relatively young age. 
(1927, 78 mins, print courtesy of the Museum of Modern Art)","(1927, 78 mins, print courtesy of the Museum of Modern Art)",78,Museum of Modern Art,,PFA Theater,1977-03-14,1977-03-14T18:00,
event_90052,,"Alf Sjoberg’s adaptation of Stringberg’s play won the Grand Prize at Cannes in 1950, and remains one of the outstanding works of modern Swedish cinema. Screenplay and direction by Alf Sjoberg. With Anita Bjork, Ulf Palme, Inger Borberg. 
(1950, 90 mins, 35mm, English titles, print courtesy of Kino International)","(1950, 90 mins, 35mm, English titles, print courtesy of Kino International) ",90,Kino International,,PFA Theater,1977-03-14,1977-03-14T19:30,
event_90053,,"“Robert Bresson’s dazzlingly severe and beautiful version of the legend of Lancelot, King Arthur, Guinevere, and Arthur’s slimy enemy, Mordred. No one but Bresson could use the constriction on commonplace expressiveness that wearing armor means; his great art has always thrived on constraints that he imposes on himself, and this film is a masterpiece of eloquent discipline. We’re seeing the knights after the early enthusiasm over the quest for the Grail that has been dampened. The chevaliers quarrel, the Round Table is ringed with chairs that belong to the now dead, and the film ends in a pile of armor in which one remaining figure faintly stirs: we are seeing the fading of chivalry in what amounts to a head of scrap metal that is the detritus of shrivelled code, and Bresson’s austere art entirely counterreacts with any feeling of bleakness. A film to see and see again; never have economies of composition, of editing, of expository ‘exciting’ climax, of bridging dialogue been more beautifully planned, or ended in such a sense of the copious.” —The New Yorker. ","Directed by Robert Bresson. Photographed by Pasqualino de Santis. With Luc Simon, Laura Duke Condominas. (1974, 85 mins, color, 35mm, English titles, print courtesy of New Yorker Films) ",85,New Yorker Films,,PFA Theater,1977-03-14,1977-03-14T21:15,
event_90054,,"Josef Heifetz (Lady with the Dog) directed this love story, set during and after World War II, Alexei Batalov and Inna Makarova star as Vladimir and Varya, childhood sweethearts separated by war and finally reunited. 
(1958, 105 mins, English titles, print courtesy of MacMillan Audio Brandon)","(1958, 105 mins, English titles, print courtesy of MacMillan Audio Brandon)",105,MacMillan Audio Brandon,,PFA Theater,1977-03-15,1977-03-15T17:30,
event_90055,The Films of Peter Kubelka: Including His Newest Work—Peter Kubelka In Person ,"Austrian independent filmmaker Peter Kubelka, founder-member and a curator of the Oesterreichisches Filmmuseum since 1963, has been called the “perfectionist of the film medium” (Stan Brakhage), and his cinema compared to “a piece of crystal” (Jonas Mekas). “Nowhere else in cinema have I been so stuck to a sense of everything being just right” (Ken Kelman). “And his works are sound films. Here, at last, is a filmmaker’s ear that creates in contrapuntal accord with his eye in the making” (Stan Brakhage). Now, after ten years, Kubelka has completed another film, sixth, Pause! ‘76 (1966–76, 12 mins, color), which belongs to an ongoing major work entitled Monument to the Old World. This follows upon Unsere Afrikaeise (1961–66, 12 ½ mins, color), which was five years in the making. Also to be screened are his earlier films: Arnulf Rainer (1956–60, 6 ½ mins, color), Schwechater (1957–58, 1 min, color), Adebar (1956–57, 1 ½ mins), and Mosaik Im Vertrauen (1954–55, 16 ½ mins, black & white/color). Kubelka has recently completed a month of lectures on filmmaking at the Museum of Modern Art, where he premiered his new film, and is filmmaker-in-residence at the S.F. Art Institute, during March. ","(1966–76, 12 mins, color)",12,,,PFA Theater,1977-03-15,1977-03-15T19:30,
