Play Date,Showtime One,Showtime Two,Film Series,Film Screening Title / Odds and Ends,Film Title,Alternate Title,Long Description,Film Note Author,Film Note Author Title,Legacy Credits,Director,Screenwriter,Cinematographer,Cast/With,Country,Film Year,Film Run Time,Print Source,Permission,In Person Guest,Location,,,,,,,,,,Short Description
2/14/1978,7:00 PM,,James Card Presents ,Two Rediscovered American Directors: John Collins & Monta Bell (Program Two),"Man, Woman and Sin",,"Produced at the Edison Studios, John Collin’s The Cossack Whip stars Viola Dana in a melodramatic story about brute oppression in Czarist Russia. Collins managed to create authentic looking sets and to compose striking imagery in wintry Eastern snowscapes; he also introduced several perversely sado-masochistic sequences involving villain-whipping-victim and vice versa! Quite a revelation. (1915, 50 mins, 35mm, Print Courtesy of George Eastman House).  
Man, Woman and Sin
Accounted a “lost film” as recently as 1970 in the Museum of Modern Art’s book of stills from famous silents considered lost, Man, Woman and Sin is a doubly important rediscovery. Not only is it an astonishingly good film, but it is the finest surviving example of the screen work of the famous stage actress Jeanne Eagels. It is also a personal favorite of James Card, who found it, as well as of Charles Higham, to whom Card showed a print while Higham was preparing his book, “The Art of the American Film,” in which he notes: “Perhaps the most underrated of Griffith’s followers was Monta Bell, another former actor who had worked with Chaplin as an assistant on A Women of Paris. . . . It is for Man, Woman, and Sin that Bell most deserves to be remembered. From the beginning to end, this is a very well directed Griffithian film. 
Directed by Monta Bell. Also with Gladys Brockwell. (1927, 77 mins, 35mm, Print Courtesy of George Eastman House)",,,"Directed by Monta Bell. Also with Gladys Brockwell. (1927, 77 mins, 35mm, Print Courtesy of George Eastman House)",Monta Bell,,,Gladys Brockwell,,1927,77,George Eastman House,,,PFA Theater,,,,,,,,,,
2/14/1978,9:30 PM,,James Card Presents ,Rare Showing of a French Avant–Garde Classic!,L'argent,,"Featured at the 1968 New Fork Film Festival, L’argent was introduced to Lincoln Center’s audience with this program note: “The most exciting film event of the past year at the Cinematheque in Paris was the rediscovery of Marcel L’Herbier’s L’argent. Available for years only in a sadly mutilated version, it now turns out to be not only L’Herbier’s finest film, but one of the cinema’s most successfully experimental films. Based on the Zola novel (but up-dated), it assembles a dream cast: Brigitte Helm as the evil Countess Sandorff who uses her bed the way others use Merrill Lynch; Alfred Abel (star of Metropolis) as the scheming speculator, and, in smaller roles, Yvette Guilbert and Antonin Artaud. Like Gance’s Napoleon, this is one of the crowning moments of the silent film.”
Directed by Marcel L’Herbier. Screenplay by L’Herbier, based on the novel by Emile Zola. Sets by Lazare Meerson and Andre Barsacq. Also with Alcover, Mary Glory, Jules Berry. (France/Germany, 1927, 120 mins, French intertitles, with live English translation, Print Courtesy of the James Card Collection). ",,,"Directed by Marcel L’Herbier. Screenplay by L’Herbier, based on the novel by Emile Zola. Sets by Lazare Meerson and Andre Barsacq. Also with Alcover, Mary Glory, Jules Berry. (French/Germany, 1927, 120 mins, French intertitles, with live English translation, Print Courtesy of the James Card Collection). ",Marcel L’Herbier,L’Herbier,,"Alcover, Mary Glory, Jules Berry",French/Germany,1927,120,James Card Collection,,,PFA Theater,,,,,,,,,,
2/15/1978,7:30 PM,,James Card Presents ,Two Rediscovered American Directors: John Collins & Monta Bell (Program Three),Downstairs,,"MGM countered John Gilbert’s complaints about the stories he was forced to act in (as is well known, the silent screen’s most romantic leading man had a tough time when sound came in) by allowing him to write his own scenario. The result is this unusual “Upstairs/Downstairs” melodrama in which Gilbert plays an unscrupulous chauffeur in conflict with a virtuous butler (Paul Lukas). Too off-beat to go down at the box-office in 1932, Downstairs was forgotten and effectively “lost” until its recent rediscovery, which was celebrated at the 1977 New York Film Festival, where Downstairs was featured in Lincoln Center’s sub-Festival: “Saved! A retrospective of films from American archives.” 
Directed by Monta Bell. Screenplay by Lenore Coffee and Melville Baker, from the story by John Gilbert. Also with Virginia Bruce, Hedda Hopper, Reginald Owen, Olga Baclanova. (MGM, 1932, 75 mins, 35mm, Print Courtesy of the George Eastman House)
Please note: We are hoping to be able to present an excerpt from a third James Collins feature before Downstairs. ",,,"Directed by Monta Bell. Screenplay by Lenore Coffee and Melville Baker, from the story by John Gilbert. Also with Virginia Bruce, Hedda Hopper, Reginald Owen, Olga Baclanova. (MGM, 1932, 75 mins, 35mm, Print Courtesy of the George Eastman House)",Monta Bell,Lenore Coffee and Melville Baker,,"Virginia Bruce, Hedda Hopper, Reginald Owen, Olga Baclanova",,1932,75,George Eastman House,,,PFA Theater,,,,,,,,,,
2/15/1978,9:15 PM,,James Card Presents ,,The Diary of a Lost Girl,,"“The iridescent beauty of Louise Brooks had been exploited to dazzling effect by Pabst in Pandora’s Box. In The Diary of a Lost Girl, her role is only slightly less sensual. She plays a chemist’s daughter who is consigned to reform school when she gives birth to an illegitimate child. A major part of the film is devoted to the daily round at the formidable establishment. The matron in charge is clearly a sadist, and Tyvian is watched closely by a tall, bald-headed guardian, whose smiles are ingratiating and disturbing. Pabst’s taste for close-ups lends an almost tangible evil to their features. When, eventually, there is a revolt at the school, Tyvian and her friend Erika escape, and are soon enrolled in a brothel. Here Pabst’s style overflows with a mischievous joie de vivre; Tyvian quickly submits to the atmosphere of lechery and luxurious indulgence. Her dance with a client comprises one of the greatest erotic interludes on film. But the death of her father means that she is a wealthy young woman, and once more she returns to the drugstore where she grew up (although the original, censored version ended with her becoming Madame at the brothel). Even at the end, Pabst includes an unforgivable sequence, as the funeral of a count who had commited suicide on Tyvian’s account takes place in the local cemetery. All in all, the film affords a penetrating and often haunting picture of German bourgeois society in the late twenties, when authoritarianism and license were alarmingly close neighbors.” —Peter Cowie, “Sixty Years of Cinema.”
Directed by G.W. Pabst. Screenplay by Rudolph Leonhart, from the novel by Margaret Boehme. Art Direction by Erno Metzner. Also with Joseph Rovensky, Fritz Rasp, Valeska Gert. (1928, 110 mins, English intertitles, Print Courtesy of George Eastman House). ",Peter Cowie,,"Directed by G.W. Pabst. Screenplay by Rudolph Leonhart, from the novel by Margaret Boehme. Art Direction by Erno Metzner. Also with Joseph Rovensky, Fritz Rasp, Valeska Gert. (1928, 110 mins, English intertitles, Print Courtesy of George Eastman House). ",G.W. Pabst,Rudolph Leonhart,,"Joseph Rovensky, Fritz Rasp, Valeska Gert",,1928,110,George Eastman House,,,PFA Theater,,,,,,,,,,
2/15/1978,7:30 PM,,,Bay Area Premiere! Admission $2.50,A Touch of Zen ,,"A surprise hit at the 1975 Cannes and London Film Festivals, as well as Los Angeles’ Filmex in 1976, this kung-fu epic gained this typical critical reaction from Alexander Walker of London’s Evening Standard: 
“It is unlike any other kung-fu film I have ever seen. It raises the generally debased genre, referred to with a certain justice as ‘chop socky’ in Variety, to the level of art. . . . it is simply breath-taking to see what its director, a Peking-born actor-artist-producer-director-writer called King Hu, has done. The kung-fu fights still predominate. But this time it is the difference between a street brawl and a royal ballet. Filmed on Formosa, not in Hongkong, the movie is closer in looks and spirit to the great Japanese epics like Rashomon. It folds its violent story into a landscape of ultra-poetic refinement where the camera takes as much aesthetic pleasure in the quiver of a birch branch as King Hu does in bringing the Zen philosophy of ‘mind over matter’ to bear on the physical encounters between a group of Buddhist priests and the Ming Dynasty’s secret police. There are night scenes of unbelievably thrilling combat, lit by the moon or torches, clanging with the sound of blades and whistling with hailstorms of steel spears—you never get the chance to see from which direction death comes, so that it appears as a bizarre continuum of the action, rather than the end result. I remember with particular relish the shots of the combatants leaping like kangaroos through the bamboo glades; the chief priest catching a sweeping sword-blade contemptuously between finger and thumb; and the final encounter on a dry plain where the holy man is stabbed by the magnificently ferocious and tenacious commandant of the secret police—and instead of blood, he bleed gold! The film lasts three hours, but feels like only one.” 
Directed by King Hu. Adapted from one of the “Strange Stories from a Chinese Studio” by P’u Sung-Ling. With Hsu Feng, Roy Chiao Hung, Pai Ying. (1968–75, 180 mins, 35mm, Color, English titles)",,,"Directed by King Hu. Adapted from one of the “Strange Stories from a Chinese Studio” by P’u Sung-Ling, With Hsu Feng, Roy Chiao Hung, Pai Ying. (1968-75, 180 mins, 35mm, Color, English titles) ",King Hu,,,"Hsu Feng, Roy Chiao Hung, Pai Ying",,1968–75,180,,,,Wheeler Auditorium,,,,,,,,,,
2/16/1978,4:00 PM,,Yvette Biro Presents Contemporary Eastern European Cinema,Admission Free,Wedding,Wesele,"Wedding is the best known literary work in Poland written by Stanislaw Wyspianski (1869–1907). Based on a real event at the end of the century, the comedy describes the romantic dreams and weaknesses of the intelligentsia. For Wajda a kind of synthesis, to put in one unique metaphor all the ideas and emotions, judgement and love, hate and pride concerning the nation he belongs to, a settling of accounts with this blessed-damned tradition he has wrestled with throughout his career. Respecting faithfully the poetry of the play, Wajda miraculously succeeded in creating an expressive cinematic universe in the form of an endless, magnetic dance where characters, ideas, sets, colors, music and legends equally play the roles of an historical dream. —Y.B. 
Directed by Andrzej Wajda. With Daniel Olbrychski, Ewa Zietek. (1972, 106 mins, color, English titles, print Courtesy of Amerpol Enterprises)",Yvette Biro,,"Directed by Andrzej Wajda. With Daniel Olbrychski, Ewa Zietek. (1972, 106 mins, color, English titles, Print Courtesy of Amerpol Enterprises)",Andrzej Wajda,,,"Daniel Olbrychski, Ewa Zietek",,1972,106,Amerpol Enterprises,,,PFA Theater,,,,,,,,,,
2/16/1978,7:00 PM,,"Senegal: Fifteen Years of an African Cinema, 1962–1977",Two Films by Mahama Johnson Traore; Mahama Johnson Traore in Person!,The Big City,Reouh-takh,"The short feature depicts a young Afro-American’s visit to Senegal in search of his origins. His tour of Dakar takes him from tourist traps and fashionable “European” neighborhoods, to a more accurate perception of African reality amidst the poverty of the slums surrounding the city. Interspersed with the semi-documentary contemporary sequences are dramatized historical scenes of the 19th century slave trade in Africa. Directed by Mahama Johnson Traore. (1971, 47 mins, Color, English titles, Print Courtesy of Tricontinental Film Center). 
The Young Woman (Diankha-bi)
“It deals with the confrontation between traditional civilisation and modern civilisation, as seen through the actions of three young girls, two of whom are sisters; the first being a traditionalist allows herself to be married off; the second, a modernist, allows her sister’s husband to court her and wants to live her own life; and the third one, who represents the balance between the two extremes, helps the modern young girl to lead a more reasonable lifestyle conforming with tradition.” —Paulin Soumanou Vieyra.
Directed by Mahama Johnson Traore. (1968, 55 mins, in French with English synopsis provided). ",,,"Directed by Mahama Johnson Traore. (1971, 47 mins, Color, English titles, Print Courtesy of Tricontinental Film Center)",Mahama Johnson Traore,,,,,1971,47,Tricontinental Film Center,,Mahama Johnson Traore,PFA Theater,,,,,,,,,,
2/16/1978,7:00 PM,,"Senegal: Fifteen Years of an African Cinema, 1962–1977",Two Films by Mahama Johnson Traore; Mahama Johnson Traore in Person!,The Young Woman,Diankha-bi,"The short feature depicts a young Afro-American’s visit to Senegal in search of his origins. His tour of Dakar takes him from tourist traps and fashionable “European” neighborhoods, to a more accurate perception of African reality amidst the poverty of the slums surrounding the city. Interspersed with the semi-documentary contemporary sequences are dramatized historical scenes of the 19th century slave trade in Africa. Directed by Mahama Johnson Traore. (1971, 47 mins, Color, English titles, Print Courtesy of Tricontinental Film Center). 
The Young Woman (Diankha-bi)
“It deals with the confrontation between traditional civilisation and modern civilisation, as seen through the actions of three young girls, two of whom are sisters; the first being a traditionalist allows herself to be married off; the second, a modernist, allows her sister’s husband to court her and wants to live her own life; and the third one, who represents the balance between the two extremes, helps the modern young girl to lead a more reasonable lifestyle conforming with tradition.” —Paulin Soumanou Vieyra.
Directed by Mahama Johnson Traore. (1968, 55 mins, in French with English synopsis provided). ",Paulin Soumanou Vieyra,,"Directed by Mahama Johnson Traore. (1968, 55 mins, in French with English synopsis provided).",Mahama Johnson Traore,,,,,1968,55,,,Mahama Johnson Traore,PFA Theater,,,,,,,,,,
2/16/1978,9:30 PM,,The Films of John Ford ,The Films of John Ford (23),My Darling Clementine,,"It was time for Ford to make another Western. There had only been two in 20 years: Three Bad Men (a great one) in 1926, and Stagecoach (another great one) in 1939. Then too, as Purveyor of American Mysteries, it was only a matter of time until he got around to the gunfight at the OK Corral. Wyatt Earp, Doc Holliday, Tombstone, Arizona—they had been waiting for him for 65 years.
The gunfight itself (in which, by extension, law, order and civilization come to the West) seems to have interested Ford less than the texture of daily life: Wyatt’s haircut, Doc’s drinking, the comic adventures of a drunken Shakespearean actor, transposed as if in a nightmare to this frontier town on the edge of the world. Ford would return to the law and order theme in Liberty Valance (where he would treat it far more seriously and ambiguously); here we have, instead, some of the most glorious iconography in Ford’s entire oevre, including many scenes much beloved by Fordian critics, like the one where Henry Fonda rocks in his chair on the front porch of the sheriff’s office, and the one where he whirls Clementine into a dance in a half-finished church, thereby taking his place in society and coming of age at last. —Micheal Goodwin
Directed by John Ford. Produced by Samuel G. Engel. Screenplay by Engle, Winston Miller from a story by Sam Hellman, based on a book by Stuart N. Lake. Photography by Joseph P. MacDonald. Also with Linda Darnell, Victor Mature, Walter Brennan, Tim Holt, Ward Bond, Alan Mowbray, John Ireland, Jane Darwell, Francis Ford. (1946, 97 mins, 20th Century-Fox, Print Courtesy of Films Inc.) ",Micheal Goodwin,,"Directed by John Ford. Produced by Samuel G. Engel. Screenplay by Engle, Winston Miller from a story by Sam Hellman, based on a book by Stuart N. Lake. Photography by Joseph P. MacDonald. Also with Linda Darnell, Victor Mature, Walter Brennan, Tim Holt, Ward Bond, Alan Mowbray, John Ireland, Jane Darwell, Francis Ford. (1946, 97 mins, 20th Century-Fox, Print Courtesy of Films Inc.)",John Ford,"Engle, Winston Miller",Joseph P. MacDonald,"Linda Darnell, Victor Mature, Walter Brennan, Tim Holt, Ward Bond, Alan Mowbray, John Ireland, Jane Darwell, Francis Ford",,1946,97,Films Inc.,20th Century-Fox,,PFA Theater,,,,,,,,,,
2/17/1978,4:00 PM,,"Senegal: Fifteen Years of an African Cinema, 1962–1977",Mahama Johnson Traore in Person! Admission $1.00,The Inspector General,Lambaaye,"An entertaining African version of Gogol’s “Inspector General.” A stranger in town is presumed to be an inspector general travelling incognito and Traore uses this comedy of errors to satirize the corruption and inefficiency of civil servants.
Directed by Mahama Johnson Traore. (1972, 80 mins, color, in French with English synopsis provided). ",,,"Directed by Mahama Johnson Traore. (1972, 80 mins, color, in French with English synopsis provided)",Mahama Johnson Traore,,,,,1972,80,,,Mahama Johnson Traore,PFA Theater,,,,,,,,,,
2/17/1978,6:00 PM,,The Films of Ernst Lubitsch,The Eyes of the Mummy Ma & The Oyster Princess,The Eyes of the Mummy Ma,Die Augen der Mumie Ma ,"The Eyes of the Mummy Ma (Die Augen der Mumie Ma) is Lubitsch’s first serious film. A lurid tale set in Egypt, it marks the beginning of his collaboration with Pola Negri and Emil Jannings. The “original oriental” scenes were shot near Berlin, and give ample evidence of the imagination of set designer Kurt Richter. 
Directed by Ernst Lubitsch. Screenplay by Hans Kraly and Emil Rameau. Also with Harry Liedtke. (1918, 34 mins, German intertitles with live English translation) 
The Oyster Princess (Die Ausyetnprinzessin) is a witty satire on idiot Americans abroad as well as on the Prussian aristocracy. The plot begins when the daughter of an American Oyster King reads of a marriage of a friend to a count. Her father promises to “buy” her a prince. According to Herman G. Weinberg: “It was a summing up of everything Lubitsch had learned about the art of comedy.” 
Directed by Ernst Lubitsch. Screenplay by Lubitsch and Hans Kraly. With Ossi Oswalda, Harry Liedtke. (1919, 60 mins, German intertitles with live English translation). ",,,"Directed by Ernst Lubitsch. Screenplay by Hans Kraly and Emil Rameau. Also with Harry Liedtke. (1918, 34 mins, German intertitles with live English translation) ",Ernst Lubitsch,Hans Kraly and Emil Rameau,,Harry Liedtke,,1918,34,,,,PFA Theater,,,,,,,,,,
2/17/1978,6:00 PM,,The Films of Ernst Lubitsch,The Eyes of the Mummy Ma & The Oyster Princess,The Oyster Princess,Die Ausyetnprinzessin,"The Eyes of the Mummy Ma (Die Augen der Mumie Ma) is Lubitsch’s first serious film. A lurid tale set in Egypt, it marks the beginning of his collaboration with Pola Negri and Emil Jannings. The “original oriental” scenes were shot near Berlin, and give ample evidence of the imagination of set designer Kurt Richter. 
Directed by Ernst Lubitsch. Screenplay by Hans Kraly and Emil Rameau. Also with Harry Liedtke. (1918, 34 mins, German intertitles with live English translation) 
The Oyster Princess (Die Ausyetnprinzessin) is a witty satire on idiot Americans abroad as well as on the Prussian aristocracy. The plot begins when the daughter of an American Oyster King reads of a marriage of a friend to a count. Her father promises to “buy” her a prince. According to Herman G. Weinberg: “It was a summing up of everything Lubitsch had learned about the art of comedy.” 
Directed by Ernst Lubitsch. Screenplay by Lubitsch and Hans Kraly. With Ossi Oswalda, Harry Liedtke. (1919, 60 mins, German intertitles with live English translation). ",,,"Directed by Ernst Lubitsch. Screenplay by Lubitsch and Hans Kraly. With Ossi Oswalda, Harry Liedtke. (1919, 60 mins, German intertitles with live English translation)",Ernst Lubitsch,Lubitsch and Hans Kraly,,"Ossi Oswalda, Harry Liedtke",,1919,60,,,,PFA Theater,,,,,,,,,,
2/17/1978,7:45 PM,11:00 PM,,Two Oscar Wilde Adaptations,The Importance of Being Earnest ,,"Anthony Asquith’s Technicolor adaptation of Wilde’s peerless comedy of manners is marked by the fine performances of a dream cast led by Michael Redgrave, Margaret Rutherford, Dame Edith Evans, Joan Greenwood, Michael Davis, and Dorothy Tutin.
Directed by Anthony Asquith. Screenplay by Joan Davis. (1952, 95 mins, color, 35mm, Print Courtesy of Beverly Pictures)",,,"Directed by Anthony Asquith. Screenplay by Joan Davis. (1952, 95 mins, color, 35mm, Print Courtesy of Beverly Pictures)",Anthony Asquith,Joan Davis,,,,1952,95,Beverly Pictures,,,PFA Theater,,,,,,,,,,
2/17/1978,9:30 PM,,The Films of Ernst Lubitsch,Two Oscar Wilde Adaptations,Lady Windermere's Fan,,"“It seems incredible that Lubitsch’s silent Lady Windermere’s Fan was an improvement on Oscar Wilde’s original. Everyone remembers Wilde’s epigrams, which were largely irrelevant to the plot, but Lubitsch redeemed Wilde’s silly melodramatics through the sardonic wit of his images and players.” —Andrew Sarris. “George Sadoul, dean of film historians, years later called it ‘Lubitsch’s best silent film, [full of] incisive details, discreet touches, nuances of gestures, where behavior betrays the character and discloses the sentiments of the personages. With Lubitsch a new art carried on the subtleties of Marivaux and the comedy of manners made its debut on the screen.’ Edmund Wilson, surely no movie fan, rhapsodized about it at the time, pointing out even its physical beauty: ‘He has clothed it in such beautiful photography and directed it with so much resourcefulness that he has turned out a very attractive film.’” —Herman G. Weinberg
Directed by Ernst Lubitsch. Screenplay by Julien Josephson. With Irene Rich, May McAvoy, Ronald Colman. (1925, 80 mins, 35mm, Print Courtesy of The American Film Institute)",,,"Directed by Ernst Lubitsch. Screenplay by Julien Josephson. With Irene Rich, May McAvoy, Ronald Colman. (1925, 80 mins, 35mm, Print Courtesy of The American Film Institute)",Ernst Lubitsch,Julien Josephson,,"Irene Rich, May McAvoy, Ronald Colman",,1925,80,The American Film Institute,,,PFA Theater,,,,,,,,,,
2/18/1978,4:30 PM,,"Senegal: Fifteen Years of an African Cinema, 1962–1977",Mahama Johnson Traore in Person! Admission $1.00,Cactus ,Garba m'bosse,"Cactus reflects the tragic drought that has scoured the sub-Sahara region in recent years. The story deals with a peasant farmer, his wife and son, who are forced by the water shortage to abandon their animals and farm, and seek refuge in the city. Much of the film’s narrative chronicles the family’s long journey by foot through the chaotic countryside, and their equally troublesome wanderings around the city of their destination. 
Directed by Mahama Johnson Traore. 1974, 80 mins, Color, No English titles but synopsis provided). ",,,"Directed by Mahama Johnson Traore. 1974, 80 mins, Color, No English titles but synopsis provided)",Mahama Johnson Traore,,,,,1974,80,,,Mahama Johnson Traore,PFA Theater,,,,,,,,,,
2/18/1978,7:15 PM,,"Senegal: Fifteen Years of an African Cinema, 1962–1977",Two Films by Ababacar Samb-Makharam; Ababacar Samb-Makharam in Person!,Kodou,,"Although Kodou reveals the daily life in an African village, it could also be read as an allegory of a pressing African dilemma: Tradition/Modernity. The anguish of this problem can be read in the eyes of the young protagonist, Kodou . . . (a girl who) rebels during the painful ceremony wherein the lips are tattooed. For her defiance of time honored ritual, she is laughed at by the villagers, bullied by the other children, and brings dishonor and dismay to her parents. She is thought to be out of her mind. The shock of her society’s reaction to her pain drives her deeper into herself. Physically tied to a tree, she escapes in her dreams. An attempt is made to cure her with psychiatric treatments administered by white doctors—but to no avail. Then it is the turn of the village healers who use traditional methods. Kodou “seems” resigned. The evil spirits have left her. But have they? Will she heal? —Guy Hennebelle. 
Directed by Ababacar Samb-Makharam. With Fatou Fall. (1971, 80 mins, In Wolof with English titles) 
And There was Snow No Longer
Ababacar Samb-Makharam’s first film has been criticized as over-simple: its message imposed on the story rather than flowing naturally out of it. In any case, it remains a provocative work on the understandably common Senegalese theme of the young African returning home from a few years in Europe, faced with the problem of re-adapting to (or rejecting) traditional ways. 
Directed by Ababacar Samb-Makharam. (1965, 22 mins, French commentary with English synopsis provided) ",Guy Hennebelle,,"Directed by Ababacar Samb-Makharam. With Fatou Fall. (1971, 80 mins, In Wolof with English titles) ",Ababacar Samb-Makharam,,,Fatou Fall,,1971,80,,,Ababacar Samb-Makharam,PFA Theater,,,,,,,,,,
2/18/1978,7:15 PM,,"Senegal: Fifteen Years of an African Cinema, 1962–1977",Two Films by Ababacar Samb-Makharam; Ababacar Samb-Makharam in Person!,And There was Snow No Longer ,,"Although Kodou reveals the daily life in an African village, it could also be read as an allegory of a pressing African dilemma: Tradition/Modernity. The anguish of this problem can be read in the eyes of the young protagonist, Kodou . . . (a girl who) rebels during the painful ceremony wherein the lips are tattooed. For her defiance of time honored ritual, she is laughed at by the villagers, bullied by the other children, and brings dishonor and dismay to her parents. She is thought to be out of her mind. The shock of her society’s reaction to her pain drives her deeper into herself. Physically tied to a tree, she escapes in her dreams. An attempt is made to cure her with psychiatric treatments administered by white doctors—but to no avail. Then it is the turn of the village healers who use traditional methods. Kodou “seems” resigned. The evil spirits have left her. But have they? Will she heal? —Guy Hennebelle. 
Directed by Ababacar Samb-Makharam. With Fatou Fall. (1971, 80 mins, In Wolof with English titles) 
And There was Snow No Longer
Ababacar Samb-Makharam’s first film has been criticized as over-simple: its message imposed on the story rather than flowing naturally out of it. In any case, it remains a provocative work on the understandably common Senegalese theme of the young African returning home from a few years in Europe, faced with the problem of re-adapting to (or rejecting) traditional ways. 
Directed by Ababacar Samb-Makharam. (1965, 22 mins, French commentary with English synopsis provided) ",,,"Directed by Ababacar Samb-Makharam. (1965, 22 mins, French commentary with English synopsis provided) ",Ababacar Samb-Makharam,,,,,1965,22,,,Ababacar Samb-Makharam,PFA Theater,,,,,,,,,,
2/18/1978,9:30 PM,,"Senegal: Fifteen Years of an African Cinema, 1962–1977",Mahama Johnson Traore in Person!,N'jangaan,,"The story of one of the many boys enslaved by “marabouts” purportedly teaching them the Koran, N’jangaan is one of the best recent Senegalese films—sharply critical in its expose of a pressing social problem. (Traore states that his purpose is “to show how religion is used to exploit these people.”) And it is psychologically astute in its observation of ingrained colonial structures. A recent showing in London prompted one British critic to note of N’jangaan: “Another contemporary story, told in a strong, unsentimental, almost brutal manner. A small boy is sent to a school in a distant village. His father, a devout Muslim, entrusts him to the far from tender mercies and teachings of an equally fanatical head of a religious school. The brutality of his existence (the pupils are fed only from the money they raise by begging) eventually leads the boy to run away, despite the fact that his intelligence and beautiful voice have made him the star pupil. The tragic ending is a savage comment on the inflexibility and severity of the ‘system’ depicted.” 
Directed by Mahama Johnson Traore. Photographed by Baidy Sow. With Fatim Diagne, Mame N’Diaye. (1974, 90 mins, Color, 35mm, English titles, Print Courtesy of New Yorker Films) ",,,"Directed by Mahama Johnson Traore. Photographed by Baidy Sow. With Fatim Diagne, Mame N’Diaye. (1974, 90 mins, Color, 35mm, English titles, Print Courtesy of New Yorker Films) ",Mahama Johnson Traore,,Baidy Sow,"Fatim Diagne, Mame N’Diaye",,1974,90,New Yorker Films,,Mahama Johnson Traore,PFA Theater,,,,,,,,,,
2/19/1978,2:30 PM,,"Senegal: Fifteen Years of an African Cinema, 1962-1977",Admission $1.00,Touki bouki ,The Hyena's Laugh ,"Presented at the 1973 Cannes Film Festival, Touki bouki gathered this reaction from Variety’s Gene Moscowitz: “Djibril Diop Mambety displays a working knowledge of western ways including fragmentation, terse editing and flash forwards. But if his style may be sophisticated, he still gives a feeling of the African experience in this tale of a young boy and girl trying to emigrate to what they think is a better life, or at least more money, in France. It has a picaresque quality as the young man gets involved in stealing as well as a series of incidents that reflect on the old and new ways of the country. In fact, he finally gives up his chance to leave due to an almost atavistic need to find a fetish of his before he can go. But the girl gets away. Their scenes of idyllic love, the reflections of advanced students shunning and deriding old ways instead of helping to change them and former colonists in visits or still working there and their still haughty attitudes, are also worked into this sharply-made, lensed and played little drama.” 
Written and Directed by Djibril Diop-Mambety. With Magaye Niang, Mareme Niang. (1973, 100 mins, Color, In Wolof with French titles, English synopsis provided, Print Courtesy of Faroun Films, Montreal)",,,"Written and Directed by Djibril Diop-Mambety. With Magaye Niang, Mareme Niang. (1973, 100 mins, Color, In Wolof with French titles, English synopsis provided, Print Courtesy of Faroun Films, Montreal)",Djibril Diop-Mambety,Djibril Diop-Mambety,,"Magaye Niang, Mareme Niang",,1973,100,"Faroun Films, Montreal",,,PFA Theater,,,,,,,,,,
2/19/1978,4:30 PM,7:45 PM,Vintage American Comedies ,,Nothing Sacred ,,"We added Nothing Sacred to the AFI’s package of new 35mm prints of Vintage American Comedies, not because we have obtained a new 35mm print of this screwball comedy classic which is only seen today in horrible 16mm color dupes—but because we have been able to borrow from the Selznick Vaults (courtesy of Daniel Mayer Selnick) a unique 35mm original Technicolor Print! Recently the New Yorker noted of a Nothing Scared revival: “What are generally sentimentalized as ‘the little people’ are the satiric targets of this famous thirties comedy. According to Ben Hecht, who wrote the script, they are boobs and lascivious slobs. They drip crocodile tears over a girl they think is dying of radium poisoning, and enjoy every minute of it. The audience may begin to wonder what makes the reporter hero, Fredric March, and the girl, Carole Lombard—who was by that time ‘the screwball girl’ and the ‘Duse of daffy comedy’—any better than anyone else. The answer can only be that they, like the author, hate phoniness. William Wellman’s direction is more sluggishly paced than usual, but the film has many classic sequences: March’s leg being bitten by a small boy; Lombard passing out while showgirls impersonating the heroines of history parade in her honor; and a great slugging match between March and Lombard. With Walter Connolly as the dyspeptic big city editor, Charles Winninger as the alcoholic small-town doctor, Slapsie Maxie Rosenbloom, in his acting debut, and Frank Fay. (The film spawned a Broadway musical, ‘Hazel Flagg,’ as well as a movie with Jerry Lewis in the Lombard role.)
Directed by William Wellman. (1937, 75 mins, color, 35mm)",,,"Directed by William Wellman. (1937, 75 mins, color, 35mm)",William Wellman,,,,,1937,75,,,,PFA Theater,,,,,,,,,,
